6E400001-B5A3-F393-E0A9-E50E24DCCA9E,6E400003-B5A3-F393-E0A9-E50E24DCCA9E,Notify,0x017135833F5C6BB2BFB3F61B41804D0000000000
6E400001-B5A3-F393-E0A9-E50E24DCCA9E,6E400003-B5A3-F393-E0A9-E50E24DCCA9E,Notify,0x022C51BB3E90C1F93F5E895AC0804D0000000000
6E400001-B5A3-F393-E0A9-E50E24DCCA9E,6E400003-B5A3-F393-E0A9-E50E24DCCA9E,Notify,0x03799E8F40C049AF430A18E840804D0000000000
6E400001-B5A3-F393-E0A9-E50E24DCCA9E,6E400003-B5A3-F393-E0A9-E50E24DCCA9E,Notify,0x01A4788F3F7131B1BF66D01A418A4D0000000000
6E400001-B5A3-F393-E0A9-E50E24DCCA9E,6E400003-B5A3-F393-E0A9-E50E24DCCA9E,Notify,0x0290C1793EFA181C40713E66C08A4D0000000000
6E400001-B5A3-F393-E0A9-E50E24DCCA9E,6E400003-B5A3-F393-E0A9-E50E24DCCA9E,Notify,0x03377F8F40C04BAF43FCF5E7408A4D0000000000
6E400001-B5A3-F393-E0A9-E50E24DCCA9E,6E400003-B5A3-F393-E0A9-E50E24DCCA9E,Notify,0x0166D2833F297CB5BF0F471A41944D0000000000
6E400001-B5A3-F393-E0A9-E50E24DCCA9E,6E400003-B5A3-F393-E0A9-E50E24DCCA9E,Notify,0x01C3F59C3DB88E4BBFB83C25410A500000000000
6E400001-B5A3-F393-E0A9-E50E24DCCA9E,6E400003-B5A3-F393-E0A9-E50E24DCCA9E,Notify,0x027725EA3FF4311840E76310400A500000000000
6E400001-B5A3-F393-E0A9-E50E24DCCA9E,6E400003-B5A3-F393-E0A9-E50E24DCCA9E,Notify,0x0326FE7A400D47AF43BB54D9400A500000000000
6E400001-B5A3-F393-E0A9-E50E24DCCA9E,6E400003-B5A3-F393-E0A9-E50E24DCCA9E,Notify,0x01D763BA3D520833BF1A29254114500000000000
6E400001-B5A3-F393-E0A9-E50E24DCCA9E,6E400003-B5A3-F393-E0A9-E50E24DCCA9E,Notify,0x013DEA523F5CC393BFAE2F1E4194520000000000
6E400001-B5A3-F393-E0A9-E50E24DCCA9E,6E400003-B5A3-F393-E0A9-E50E24DCCA9E,Notify,0x0290C1F93E381F434051BB524094520000000000
6E400001-B5A3-F393-E0A9-E50E24DCCA9E,6E400003-B5A3-F393-E0A9-E50E24DCCA9E,Notify,0x03CA697E4028EBAF4358CFFA4094520000000000
6E400001-B5A3-F393-E0A9-E50E24DCCA9E,6E400003-B5A3-F393-E0A9-E50E24DCCA9E,Notify,0x0185F35D3FEC819ABF297E1E419E520000000000
6E400001-B5A3-F393-E0A9-E50E24DCCA9E,6E400003-B5A3-F393-E0A9-E50E24DCCA9E,Notify,0x022C513BBFE7631040D4AE04409E520000000000
6E400001-B5A3-F393-E0A9-E50E24DCCA9E,6E400003-B5A3-F393-E0A9-E50E24DCCA9E,Notify,0x03739C7D40CDEBAF43D9AFFB409E520000000000
6E400001-B5A3-F393-E0A9-E50E24DCCA9E,6E400003-B5A3-F393-E0A9-E50E24DCCA9E,Notify,0x0166CE313FAED73CBF7B9619411E550000000000
6E400001-B5A3-F393-E0A9-E50E24DCCA9E,6E400003-B5A3-F393-E0A9-E50E24DCCA9E,Notify,0x02E17C0CBF90C1F93E5E895ABF1E550000000000
6E400001-B5A3-F393-E0A9-E50E24DCCA9E,6E400003-B5A3-F393-E0A9-E50E24DCCA9E,Notify,0x03690D59402DC9B043BF4ED2401E550000000000
